latitude,longitude
25.490123748779297,101.20166015625
25.50542449951172,101.18512725830078
25.467472076416016,101.22927856445312
25.48673439025879,101.19495391845703
25.520036697387695,101.23302459716797
25.49552345275879,101.23211669921875
25.48431396484375,101.20121765136719
25.46420669555664,101.20913696289062
25.509944915771484,101.2105941772461
25.50859832763672,101.1704330444336
25.517932891845703,101.18115234375
25.48732566833496,101.22833251953125
25.493165969848633,101.19403839111328
25.495716094970703,101.20233154296875
25.5045108795166,101.18653869628906
25.536012649536133,101.20574188232422
25.48926544189453,101.16668701171875
25.501827239990234,101.20477294921875
25.49140739440918,101.20504760742188
25.47480583190918,101.17433166503906
25.458580017089844,101.20233154296875
25.520326614379883,101.18263244628906
25.49231719970703,101.2457046508789
25.495580673217773,101.2061538696289
25.48626708984375,101.2027359008789
25.52346420288086,101.20941925048828
25.50541877746582,101.17170715332031
25.504947662353516,101.21940612792969
25.515684127807617,101.21192169189453
25.48870277404785,101.19439697265625
25.46336555480957,101.19866180419922
25.495513916015625,101.22400665283203
25.536413192749023,101.1791763305664
25.522098541259766,101.17687225341797
25.501815795898438,101.18961334228516
25.534486770629883,101.21527099609375
25.523256301879883,101.2242202758789
25.504953384399414,101.1643295288086
25.524944305419922,101.20403289794922
25.481691360473633,101.18881225585938
25.511226654052734,101.17015075683594
25.475229263305664,101.21569061279297
25.472841262817383,101.19027709960938
25.53849220275879,101.182373046875
25.466575622558594,101.2210464477539
25.492897033691406,101.20281982421875
25.527603149414062,101.16419982910156
25.525964736938477,101.19293212890625
25.49790382385254,101.1989517211914
25.504619598388672,101.2042465209961
25.5355224609375,101.21280670166016
25.500896453857422,101.22146606445312
25.473390579223633,101.20696258544922
25.489953994750977,101.19339752197266
25.465023040771484,101.18878173828125
25.46579360961914,101.20740509033203
25.505887985229492,101.17528533935547
25.483074188232422,101.15930938720703
25.515565872192383,101.21430206298828
25.515457153320312,101.21953582763672
