latitude,longitude
26.07687759399414,101.80049133300781
26.085771560668945,101.80329132080078
26.077743530273438,101.80093383789062
26.098995208740234,101.81278228759766
26.085325241088867,101.8061752319336
26.07917022705078,101.8050537109375
26.083759307861328,101.78568267822266
26.09355926513672,101.8012466430664
26.095495223999023,101.79949188232422
26.08031463623047,101.80789947509766
26.09614372253418,101.8193359375
26.097885131835938,101.7975845336914
26.087892532348633,101.79080200195312
26.082761764526367,101.79316711425781
26.093740463256836,101.79386901855469
26.092390060424805,101.79568481445312
26.097599029541016,101.81317901611328
26.089191436767578,101.7951431274414
26.09444236755371,101.80723571777344
26.0992488861084,101.79346466064453
26.092798233032227,101.79412078857422
26.081279754638672,101.8154067993164
26.099651336669922,101.79994201660156
26.092906951904297,101.82190704345703
26.08633804321289,101.79685974121094
26.094436645507812,101.80253601074219
26.082475662231445,101.80536651611328
26.084367752075195,101.80560302734375
26.08885383605957,101.80661010742188
26.092939376831055,101.80028533935547
26.093557357788086,101.78970336914062
26.095508575439453,101.77727508544922
26.08462142944336,101.78309631347656
26.094369888305664,101.77967071533203
26.09352684020996,101.78057861328125
